Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
192.168.40.5-10.200.7.4-51379-3128-6,10.200.7.4,3128,192.168.40.5,51379,6,26/04/201711:33:22,75423154,20,2,2630,1998,257,6,131.5,128.760283186687,999,999,999,0,61.3604676357077,0.291687616245802,3591578.76190476,16456469.1198034,75413498,0,75423154,3969639.68421053,17300919.9695127,75413498,0,75418563,75418563,0,75418563,75418563,1,0,0,0,400,40,0.265170560223456,0.0265170560223456,6,999,212.391304347826,276.78096675406,76607.7035573123,0,1,0,0,1,0,0,0,0,222.045454545455,131.5,999,400,0,0,0,0,0,0,20,2630,2,1998,660,256,19,20,5178,0,5178,5178,75413498,0,75413498,75413498,BENIGN,131,HTTP_PROXY
192.168.42.68-10.200.7.9-4350-3128-6,10.200.7.9,3128,192.168.42.68,4350,6,26/04/201711:33:13,112271497,40,7,2245,292,119,6,56.125,39.9244077392932,224,6,41.7142857142857,81.2603107010925,22.5970087492465,0.418628069063691,2440684.7173913,7879641.82698957,28821127,0,112135201,2875261.56410256,8560015.37943331,29005517,0,112139487,18689914.5,14153816.6737549,28957584,229003,1,0,0,0,800,140,0.35627920771378,0.0623488613499115,6,224,53.9166666666667,46.8200872209342,2192.12056737589,0,1,0,0,1,0,0,0,0,55.063829787234,56.125,41.7142857142857,800,0,0,0,0,0,0,40,2245,7,292,58400,65535,39,20,357683.25,385847.001825313,917165,74651,27676076.75,1107350.3495553,28821127,26227913,BENIGN,7,HTTP
192.168.60.73-10.200.7.7-49258-3128-6,192.168.60.73,49258,10.200.7.7,3128,6,26/04/201711:32:59,96013841,27,0,845,0,122,6,31.2962962962963,42.2773032532867,0,0,0,0,8.80081445757388,0.281209456040822,3692840.03846154,12525865.8864295,54715674,0,96013841,3692840.03846154,12525865.8864295,54715674,0,0,0,0,0,0,1,0,0,0,540,0,0.281209456040822,0,6,122,30.3928571428571,41.7615269389798,1744.02513227513,0,1,0,0,1,0,0,0,0,31.5185185185185,31.2962962962963,0,540,0,0,0,0,0,0,27,845,0,0,64190,-1,26,20,2267008,3206032.04539474,4534015,1,45188492.5,13473469.28849,54715674,35661311,BENIGN,131,HTTP_PROXY
157.55.235.165-10.200.7.217-443-56888-6,10.200.7.217,56888,157.55.235.165,443,6,26/04/201711:32:59,95816558,30,25,818,3705,122,0,27.2666666666667,43.0612501486872,1319,0,148.2,374.276079029015,47.2047847930417,0.574013522798429,1774380.7037037,8805878.92657792,54915203,0,95816558,3304019.24137931,11925103.778785,54915203,0,95576173,3982340.54166667,13094532.4934163,55155102,0,1,0,0,0,960,800,0.313098285162779,0.26091523763565,0,1319,80.8035714285714,256.604004761696,65845.6152597403,0,1,0,0,1,0,0,0,0,82.2727272727273,27.2666666666667,148.2,960,0,0,0,0,0,0,30,818,25,3705,1124,83,15,32,2287368,2895265.68613107,4334630,240106,45168168.5,13784388.3828185,54915203,35421134,BENIGN,125,SKYPE
10.200.7.218-64.233.190.189-33268-443-6,64.233.190.189,443,10.200.7.218,33268,6,26/04/201711:33:14,113587293,11,12,1592,0,526,60,144.727272727273,188.506281544722,0,0,0,0,14.0156522613846,0.202487438449651,5163058.77272727,10431090.6746471,29112502,0,113587138,11358713.8,13262303.2505555,29113010,0,113554884,10323171.2727273,13035396.138869,29112532,0,1,0,0,0,352,384,0.0968418183889636,0.105645620060688,0,526,68.8333333333333,143.805323317646,20679.9710144928,0,1,0,0,1,0,0,0,1,71.8260869565217,144.727272727273,0,352,0,0,0,0,0,0,11,1592,12,0,578,1127,10,32,6686.4,14381.5047474178,32410,30,22710741.2,8551735.13920466,29112502,7709485,BENIGN,126,GOOGLE
192.168.142.61-10.200.7.8-2267-3128-6,10.200.7.8,3128,192.168.142.61,2267,6,26/04/201711:33:14,113694704,21,12,3124,72,526,60,148.761904761905,187.506241165969,6,6,6,0,28.110368271859,0.290250986536717,3552959.5,8865567.7700893,28965697,0,113587055,5679352.75,10828809.1106442,29110820,0,113561217,10323747,13031062.7887568,29069342,0,1,0,0,0,420,240,0.184705173250638,0.105545813286079,6,526,95.764705882353,161.44481350445,26064.4278074866,0,1,0,0,1,0,0,0,0,98.6666666666667,148.761904761905,6,420,0,0,0,0,0,0,21,3124,12,72,41174,64709,20,20,139148.2,25493.2964463209,174708,103645,22578257.2,8536693.3368469,28965697,7606690,BENIGN,131,HTTP_PROXY
10.200.7.195-64.233.186.189-42210-443-6,64.233.186.189,443,10.200.7.195,42210,6,26/04/201711:33:13,113442514,5,5,300,0,60,60,60,0,0,0,0,0,2.64451121032103,0.0881503736773676,12604723.7777778,14988157.0530405,29510594,27,113442468,28360617,1805820.9996503,29510656,25665231,113442452,28360613,1805816.33458389,29510664,25665236,1,0,0,0,160,160,0.0440751868386838,0.0440751868386838,0,60,32.7272727272727,31.3339780720256,981.818181818182,0,1,0,0,1,0,0,0,1,36,60,0,160,0,0,0,0,0,0,5,300,5,0,653,661,4,32,47.75,21.4223403638974,70,27,28360569.25,1805806.89727656,29510594,25665204,BENIGN,126,GOOGLE
192.168.31.10-10.200.7.5-65092-3128-6,10.200.7.5,3128,192.168.31.10,65092,6,26/04/201711:33:13,113493530,25,5,1500,30,60,60,60,0,6,6,6,0,13.4809446846882,0.264332248719376,3913570,9948828.17511793,29459326,0,113442658,4726777.41666667,10816310.7615176,29510526,0,113442113,28360528.25,1804061.37662819,29509827,25667814,1,0,0,0,500,100,0.220276873932814,0.0440553747865627,6,60,51.2903225806452,20.1894255298611,407.612903225806,0,1,0,0,1,0,0,0,0,53,60,6,500,0,0,0,0,0,0,25,1500,5,30,660,252,24,20,50738.75,1133.89781285617,51792,49245,28309880.25,1804795.74199638,29459326,25616022,BENIGN,131,HTTP_PROXY
192.168.150.23-10.200.7.9-2473-3128-6,10.200.7.9,3128,192.168.150.23,2473,6,26/04/201711:33:15,113390053,55,9,7335,260,879,6,133.363636363636,240.767012293533,180,6,28.8888888888889,57.6464319026868,66.9811839668159,0.564423406698646,1799842.11111111,6723227.05684751,29428011,0,113265035,2097500.64814815,7261004.59167633,29556288,0,113260854,14157606.75,14293454.7376076,29574687,670,1,0,0,0,1100,180,0.485051365131649,0.0793720415669971,6,879,117.646153846154,225.197651434331,50713.9822115385,0,1,0,0,1,0,0,0,0,119.484375,133.363636363636,28.8888888888889,1100,0,0,0,0,0,0,55,7335,9,260,1455,65298,54,20,850968.75,1396799.48663588,2945908,129199,27298266.75,2437840.39518483,29428011,24172805,BENIGN,131,HTTP_PROXY
216.58.202.229-10.200.7.199-443-37557-6,216.58.202.229,443,10.200.7.199,37557,6,26/04/201711:33:15,113264778,12,12,1403,218,879,0,116.916666666667,242.310266294095,180,0,18.1666666666667,52.1219432647802,14.3115982622594,0.211892879885396,4924555.56521739,10599279.7643143,29515452,1,113264650,10296786.3636364,18559854.8399291,56269377,1,113222987,10292998.8181818,13653122.4045032,29515452,26,1,0,0,0,384,384,0.105946439942698,0.105946439942698,0,879,66.92,174.938303410088,30603.41,0,1,0,0,1,0,0,0,1,69.7083333333333,116.916666666667,18.1666666666667,384,0,0,0,0,0,0,12,1403,12,218,1622,1002,9,32,994865,1687051.32930685,2942755,49,27403083.25,2371887.18636608,29515452,24354873,BENIGN,126,GOOGLE
