Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
192.168.180.51-10.200.7.4-57749-3128-6,10.200.7.4,3128,192.168.180.51,57749,6,26/04/201711:11:18,1,2,0,770,0,764,6,385,535.986940139403,0,0,0,0,7.7e+08,2e+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2e+06,0,6,764,511.333333333333,437.631504045736,191521.333333333,0,1,0,0,1,0,0,0,0,767,385,0,40,0,0,0,0,0,0,2,770,0,0,353,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57749-3128-6,192.168.180.51,57749,10.200.7.4,3128,6,26/04/201711:11:18,1254,2,0,12,0,6,6,6,0,0,0,0,0,9569.37799043062,1594.89633173844,1254,0,1254,1254,1254,1254,0,1254,1254,0,0,0,0,0,0,0,0,0,40,0,1594.89633173844,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
179.1.4.244-10.200.7.217-443-53283-6,10.200.7.217,53283,179.1.4.244,443,6,26/04/201711:11:18,15112,2,1,92,0,46,46,46,0,0,0,0,0,6087.87718369508,198.517734250926,7556,10685.7976772911,15112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,132.345156167284,66.1725780836421,0,46,34.5,23,529,0,1,0,0,1,0,0,0,0,46,46,0,64,0,0,0,0,0,0,2,92,1,0,1181,269,1,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
10.200.7.199-104.91.156.236-60948-80-6,10.200.7.199,60948,104.91.156.236,80,6,26/04/201711:11:18,11675,3,3,164,0,164,0,54.6666666666667,94.6854441470986,0,0,0,0,14047.1092077088,513.918629550321,2335,4595.70739930209,10550,88,584,292,193.747258045114,429,155,11334,5667,6905.60482506782,10550,784,0,0,0,0,104,104,256.959314775161,256.959314775161,0,164,23.4285714285714,61.9861735735133,3842.28571428571,0,0,0,1,0,0,0,0,1,27.3333333333333,54.6666666666667,0,104,0,0,0,0,0,0,3,164,3,0,5840,804,1,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
172.19.1.57-10.200.7.7-50185-3128-6,172.19.1.57,50185,10.200.7.7,3128,6,26/04/201711:11:18,419925,155,472,931,878018,325,0,6.00645161290323,25.9456216495526,5840,0,1860.20762711865,848.954265749625,2093109.4838364,1493.12377210216,670.806709265176,3324.13201028162,62724,0,419925,2726.78571428571,6696.59323100141,66470,0,415228,881.588110403398,3886.13039938829,62724,0,0,0,0,0,3752,9476,369.113532178365,1124.0102399238,0,5840,1399.60031847134,1088.35245361298,1184511.06328538,0,0,0,1,0,0,0,0,3,1401.83253588517,6.00645161290323,1860.20762711864,3752,0,0,0,0,0,0,155,931,472,878018,8192,490,102,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
172.19.1.57-10.200.7.7-50185-3128-6,10.200.7.7,3128,172.19.1.57,50185,6,26/04/201711:11:19,1,2,0,12,0,6,6,6,0,0,0,0,0,1.2e+07,2e+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2e+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,490,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.37-10.200.7.9-1986-3128-6,192.168.180.37,1986,10.200.7.9,3128,6,26/04/201711:11:18,620750,14,65,2214,37671,1448,0,158.142857142857,380.99886071763,4344,0,579.553846153846,938.160884236568,64252.9198550141,127.265404752316,7958.33333333333,39890.13392543,320091,0,620750,47750,91464.4905833224,320091,50,620728,9698.875,44065.8564674097,321406,0,0,0,0,0,460,2120,22.553362867499,104.712041884817,0,4344,498.5625,875.212463807388,765996.856803798,0,0,0,1,0,0,0,0,4,504.873417721519,158.142857142857,579.553846153846,460,0,0,0,0,0,0,14,2214,65,37671,65535,215,6,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.37-10.200.7.9-1986-3128-6,10.200.7.9,3128,192.168.180.37,1986,6,26/04/201711:11:19,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,3,2.82842712474619,5,1,6,3,2.82842712474619,5,1,0,0,0,0,0,0,0,0,0,96,0,5e+05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
207.244.80.182-10.200.7.199-443-46626-6,10.200.7.199,46626,207.244.80.182,443,6,26/04/201711:11:18,299110,16,9,2070,12793,1448,0,129.375,358.529194534188,2896,0,1421.44444444444,1195.52458267397,49690.749222694,83.5812911637859,12462.9166666667,29507.281731975,89630,0,299110,19940.6666666667,37398.943956952,98110,0,199314,24914.25,43191.82493333,97750,14,0,0,0,0,340,188,53.492026344823,30.0892648189629,0,2896,571.653846153846,965.779144206694,932729.355384615,0,0,0,1,0,0,0,0,0,594.52,129.375,1421.44444444444,340,0,0,0,0,0,0,16,2070,9,12793,5840,282,15,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.37-10.200.7.9-1986-3128-6,10.200.7.9,3128,192.168.180.37,1986,6,26/04/201711:11:19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2e+06,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
